GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,Total capacity (ttpa),Latitude,Longitude,Country_code,distance_degrees,litpop_index,LitPop_value,LitPop_latitude,LitPop_longitude,LitPop_region_id,LitPop_impf
P100000120530,Tata Steel Kalinganagar steel plant,,TSK,,Tata Steel Ltd,,E100001010018,4295872420,Partial,Tata Steel Ltd [100.0%],E100001010018 [100.0%],4295872420 [100.0%],"Kalinganagar, Jajpur - 755 026, India",,Kalinganagar,Odisha,India,Asia Pacific,"20.9704110, 86.0152110",exact,https://www.gem.wiki/Tata_Steel_Kalinganagar_steel_plant,10.0,unknown,unknown,2016,unknown,unknown,unknown,,,,,finished rolled,"hot rolled, cold rolled, bar, wire rod",automotive,3611,2023-08-31 00:00:00,unknown,2027-01-14 00:00:00,BF; BOF,3x67.5 MW by-product gas based; 1x67.5 MW by-product gas-cum-coal tar firing,Tata Steel Noamundi Mine (P100000128489); Tata Steel Joda East Mine (P100000128477); Tata Steel Khondbond Mine (P100000128899),West Bokaro (Domestic) / Dhamra or Paradip (Import),,20.970411,86.015211,IND,0.029082169585125977,164113,864289310.3874147,20.95833333,86.04166667,356,1
P100000120576,Tata Steel Ludhiana steel plant,,,,Tata Steel Ltd,,E100001010018,4295872420,Partial,Tata Steel Ltd [100.0%],E100001010018 [100.0%],4295872420 [100.0%],"Kadiana Khurd, Hitech Valley, Ludhiana, Punjab, India",,Kadiana Khurd,Punjab,India,Asia Pacific,"30.9468880, 75.9875210",exact,https://www.gem.wiki/Tata_Steel_Ludhiana_steel_plant,,2021,2023-01-25 00:00:00,2027,unknown,unknown,unknown,,,,,finished rolled,"long products, rebar, bore pile cage",unknown,500,unknown,unknown,no,EAF,unknown,unknown,unknown,,30.946888,75.987521,IND,0.03135148575167806,139523,1625924942.994734,30.95833333,75.95833333,356,1
P100000120511,Tata Steel Meramandali steel plant,,"Tata Steel Angul steel plant, Bhushan Steel Ltd (BSL) (formerly), Tata Steel BSL Odisha, TSM, Tata Steel BSL Meramandali steel plant",,Tata Steel Ltd,,E100001010018,4295872420,Partial,Tata Steel Ltd [100.0%],E100001010018 [100.0%],4295872420 [100.0%],"Narendra Pur P.O. Shibapur, Meramandali, District - Dhenkanal - 759121, India",,Meramandali,Odisha,India,Asia Pacific,"20.7960530, 85.2603820",exact,https://www.gem.wiki/Tata_Steel_Meramandali_steel_plant,19.0,2003,unknown,2007,unknown,unknown,unknown,,8587.0,2100.0,,"semi-finished, finished rolled","pipe, cold rolled, coil, sheet",unknown,1425,yes,unknown,2026-12-18 00:00:00,BF; BOF; DRI; EAF; IF; Steel other/unspecified,Estimated overall power requirement after implementation of expansion- 1632 MW(638 MW to be met by CPP and remaining 994 MW to be drawn from theGrid),Captive iron ore mines in Odisha,imported,10687.0,20.796053,85.260382,IND,0.03159067058289874,164460,523384374.02003706,20.79166667,85.29166667,356,1
P100000121194,Uttam Galva Ferrous Bellary steel plant,,,,Uttam Galva Ferous Ltd,,E100001012081,5083786630,,Uttam Galva Ferous Ltd [100.0%],E100001012081 [100.0%],5083786630 [100.0%],"Kuduthini Village, Bellary, Karnataka, India",,Bellary,Karnataka,India,Asia Pacific,"15.1846130, 76.8249050",exact,https://www.gem.wiki/Uttam_Galva_Ferrous_Bellary_steel_plant,,2013,unknown,2028,unknown,unknown,unknown,,8532.0,2740.0,4000.0,finished rolled,unknown,unknown,6427,unknown,unknown,no,BF; BOF,893 MW Captive Power Plant,Mines in Karnataka and Goa,"Australia, Indonesia, Canada, China and Venezuela",15272.0,15.184613,76.824905,IND,0.04083430710197003,172804,354990517.4078579,15.20833333,76.79166667,356,1
P100001054309,Vardhman Special Steels Ludhiana steel plant,,,,Vardhman Special Steels Limited,,E100002017833,5036187298,,Vardhman Special Steels Limited [100.0%],E100002017833 [100.0%],5036187298 [100.0%],Toyota Way Layout,,unknown,Punjab,India,Asia Pacific,"30.8901030, 75.9086730",approximate,https://www.gem.wiki/Vardhman_Special_Steels_Ludhiana_steel_plant,,2025-04-22 00:00:00,unknown,2029-07-01 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"steel billets, rolled",unknown,unknown,unknown,unknown,no,EAF,unknown,unknown,unknown,,30.890103,75.908673,IND,0.03690489856373455,139587,2490777403.6033077,30.875,75.875,356,1
P100000121205,Vedanta Sesa Goa Pig Iron Plant,,Sesa Goa plant (formerly),,Vedanta Iron and Steel Ltd,,E100001012389,5086859493,Partial,Vedanta Ltd [100.0%],E100001000479 [100.0%],4295872982 [100.0%],"Amona, Goa, India",,Amona,Goa,India,Asia Pacific,"15.5268660, 73.9866710",exact,https://www.gem.wiki/Vedanta_Sesa_Goa_Pig_Iron_Plant,34.0,unknown,unknown,1992,unknown,unknown,unknown,,800.0,522.0,,crude,pig iron,unknown,unknown,yes,unknown,no,BF,60 MW Captive Power Plant,JSW Sesa Kodli Mine (P100000128464); Vedanta Bicholim Mine (P100000128459),unknown,1322.0,15.526866,73.986671,IND,0.031970038684332826,172470,607137556.302787,15.54166667,73.95833333,356,1
P100000120541,Welspun Metallics Anjar Steel plant,,WSL,,Welspun Corp Ltd,,E100002007597,4295873411,,Welspun Corp Ltd [100.0%],E100002007597 [100.0%],4295873411 [100.0%],"Survey No.650, P.O - Versamedi, Tal.Anjar, District Kutch, Gujarat 370 110, India",,Anjar,Gujarat,India,Asia Pacific,"23.1127810, 70.0866885",exact,https://www.gem.wiki/Welspun_Metallics_Anjar_Steel_plant,22.0,unknown,unknown,2004,unknown,unknown,unknown,,5280.0,1370.0,,"crude, semi-finished","ingot, rebar, di pipe, billet, DRI",building and infrastructure,2000,yes,unknown,no,BF; DRI; IF; BOF; Iron other/unspecified,12 MW captive power plant powered by waste heat recovery boilers; 2x100MW gas-based CPP planned as part pf 3 mtpa expansion plan,"Imported (South Africa, Australia, Brazil)/ Domestic","Imported from South Africa, Indonesia, Australia",6650.0,23.112781,70.0866885,IND,0.040212870989902054,158091,786684238.6823866,23.125,70.125,356,1
P100000120551,Xindia Steels Koppal plant,,,,Xindia Steels Ltd,,E100000131065,5072815458,,China Minmetals Corp [14.3%]; Kelachandra Group [14.3%]; Manasara Group [14.3%]; Shanxi HONGDA Iron and Steel Group Co Ltd [14.3%]; The Joinus Venture Capital Co Ltd [14.3%]; Xinxing Cathay International Group Co Ltd [14.3%]; McWane Inc,E100000123999 [14.3%]; E100000131167 [14.3%]; E100000131170 [14.3%]; E100000123200 [14.3%]; E100000131150 [14.3%]; E100000130904 [14.3%]; E100000130782,5000069311 [14.3%]; unknown [14.3%]; unknown [14.3%]; unknown [14.3%]; unknown [14.3%]; 5000013134 [14.3%]; 4296572465,"Kunikere & Hirebaganal Village, Ginigera Post, Koppal Dist., Karnataka – 583 231, India",,Koppal,Karnataka,India,Asia Pacific,"15.2934210, 76.2349470",exact,https://www.gem.wiki/Xindia_Steels_Koppal_plant,,2008-02-28 00:00:00,unknown,2029,unknown,unknown,unknown,,,,5200.0,"crude, semi-finished, finished rolled","pipe, pig iron, pellets",unknown,unknown,unknown,unknown,no,BF; BOF; DRI,unknown,unknown,unknown,5200.0,15.293421,76.234947,IND,0.026671428619741682,172723,185356174.34875867,15.29166667,76.20833333,356,1
P100000121032,Yazdani Steel and Power Kalinganagar steel plant,,,,Yazdani Steel and Power Ltd,,E100001012099,5068656453,,Serajuddin & Co,E100001016270,5001423902,"Kalinganagar, Jajpur, India",,Kalinganagar,Odisha,India,Asia Pacific,"20.9282850, 86.0366040",exact,https://www.gem.wiki/Yazdani_Steel_and_Power_Kalinganagar_steel_plant,23.0,unknown,unknown,2003,unknown,unknown,unknown,,,,,finished rolled,"billet, bar",building and infrastructure,519,unknown,unknown,no,DRI; IF; Steel other/unspecified,10 MW CPP (4 MW WHRB; 6 MW AFBC; Proposed to expand to 70 MW CPP (2x8 MW WHRB and 2x22 MW AFBC)),Joda,Imported via Paradip port,,20.928285,86.036604,IND,0.03047183557513047,164113,864289310.3874147,20.95833333,86.04166667,356,1
P100000120644,Aichi Steel Chita plant (Tokai),愛知製鋼知多,"Chita Plant, Aichi steel- Hagane Company, Toyoda Steel (predecessor)",,Aichi Steel Corp,愛知製鋼株式会社,E100000130710,4295877694,,Aichi Steel Corp [100.0%],E100000130710 [100.0%],4295877694 [100.0%],"1 ,Wanowari, Arao-machi, Tokai-shi, Aichi-ken 476-8666, Japan",,Chita,Chūbu,Japan,Asia Pacific,"35.0445580, 136.9007720",exact,https://www.gem.wiki/Aichi_Steel_Chita_plant_(Tokai),83.0,unknown,unknown,1943,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","sections, bar, bloom, billet, forged, beam","automotive, building and infrastructure, tools and machinery",965,yes,unknown,no,EAF,"announced Eurus Energy 15 mw wind farm (for hydrogen production, coming 2027)",unknown,,,35.044558,136.900772,JPN,0.05763390061879958,180617,110186877555.41345,35.04166667,136.95833333,392,1
P100000120683,Chubu Steel Plate Nagoya plant,,Chubu Nakagawa Works,,Chubu Steel Plate Co Ltd,,E100000130711,4295877722,,Chubu Steel Plate Co Ltd [100.0%],E100000130711 [100.0%],4295877722 [100.0%],"5-1 Ousudori, Nakagawa-ku, Nagoya 454-8506 Japan",,Ousudori,Chūbu,Japan,Asia Pacific,"35.1188360, 136.8675670",exact,https://www.gem.wiki/Chubu_Steel_Plate_Nagoya_plant,67.0,unknown,unknown,1959,unknown,unknown,unknown,,,,,finished rolled,plate,"automotive, building and infrastructure, tools and machinery, transport",372,yes,unknown,no,EAF,unknown,unknown,,,35.118836,136.867567,JPN,0.00965631321985037,180531,176716694372.9768,35.125,136.875,392,1
P100000120645,Daido Steel Chita plant (Tokai),大同特殊鋼,Chita Plant,大同特殊钢,Daido Steel Co Ltd,大同特殊鋼株式会社,E100001000597,4295877397,,Daido Steel Co Ltd [100.0%],E100001000597 [100.0%],4295877397 [100.0%],"39, Motohama-machi, Aichi, 477-0035, Japan",,Tokai,Aichi,Japan,Asia Pacific,"35.0164040, 136.8647440",exact,https://www.gem.wiki/Daido_Steel_Chita_plant_(Tokai),64.0,unknown,unknown,1962,unknown,unknown,unknown,,,,,finished rolled,"forged, wire, strip","automotive, building and infrastructure, tools and machinery",3878,2022,unknown,no,EAF,"hydro, wind and solar from Chubu Electric Power Miraizu Co., Ltd.",unknown,unknown,,35.016404,136.864744,JPN,0.058969384007710186,180694,27104407629.54368,34.95833333,136.875,392,1
P100000120676,Godo Steel Funabashi Works,合同製鐵株式会社船橋製造所,,,Godo Steel Ltd,,E100000130709,4295877613,,Godo Steel Ltd [100.0%],E100000130709 [100.0%],4295877613 [100.0%],"2-1, Minamikaijin 2-chome, Funabashi, Chiba pref. 273-0023, Japan",,Funabashi,Chiba,Japan,Asia Pacific,"35.6975410, 139.9641040",exact,https://www.gem.wiki/Godo_Steel_Funabashi_Works,51.0,unknown,unknown,1975,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","shapes, wire rod, rail, rebar, bar",unknown,241,2024-06-12 00:00:00,unknown,no,EAF,unknown,unknown,,,35.697541,139.964104,JPN,0.012238260459635095,179979,191396112118.6579,35.70833333,139.95833333,392,1
P100000120675,Godo Steel Himeji Works,合同製鐵株式会社姫路製造所,,,Godo Steel Ltd,,E100000130709,4295877613,,Godo Steel Ltd [100.0%],E100000130709 [100.0%],4295877613 [100.0%],"2946, Nakajima, 672-8655",,Himeji,Hyogo,Japan,Asia Pacific,"34.7830570, 134.6694110",exact,https://www.gem.wiki/Godo_Steel_Himeji_Works,48.0,unknown,unknown,1978,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","shapes, wire rod, rail, rebar, bar",unknown,241,2023-04-11 00:00:00,unknown,no,EAF,unknown,unknown,,,34.783057,134.669411,JPN,0.039863193426230806,180832,12333371034.581137,34.79166667,134.70833333,392,1
P100000120674,Godo Steel Osaka Works,合同製鐵株式会社大阪製造所,,,Godo Steel Ltd,,E100000130709,4295877613,,Godo Steel Ltd [100.0%],E100000130709 [100.0%],4295877613 [100.0%],"1-2, Nishijima 1-chome, Nishiyodogawa-ku, Osaka 555-0042, Japan",,Nishijima,Osaka,Japan,Asia Pacific,"34.6930450, 135.4285370",exact,https://www.gem.wiki/Godo_Steel_Osaka_Works,89.0,unknown,unknown,1937,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","shapes, wire rod, rail, rebar, bar","automotive, building and infrastructure",241,2024-11-13 00:00:00,unknown,no,EAF,unknown,unknown,,,34.693045,135.428537,JPN,0.033489615041933,180910,324278211589.9782,34.70833333,135.45833333,392,1
P100000120652,JFE Bars & Shapes Himeji Works steel plant,姫路製造所,JFE NKK Joukou,,JFE Bars & Shapes Corp,,E100001010145,4298183819,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"1280, Hosoe, Shikama-ku, Himeji-shi, Hyogo, 672-8064, Japan",,Himeji,Hyogo,Japan,Asia Pacific,"34.7841130, 134.6584930",exact,https://www.gem.wiki/JFE_Bars_&_Shapes_Himeji_Works_steel_plant,89.0,unknown,unknown,1937,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","shapes, rebar, bar, channel, angle, beam","automotive, building and infrastructure, tools and machinery, transport",218,yes,unknown,no,EAF,unknown,unknown,,,34.784113,134.658493,JPN,0.03433422460852181,180831,11107163158.787853,34.79166667,134.625,392,1
P100000120653,JFE Bars & Shapes Kashima Works steel plant,鹿島製造所,JFE NKK Joukou,,JFE Bars & Shapes Corp,,E100001010145,4298183819,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"7, Minamihama, 314-0111",,Kamisu,Ibaraki,Japan,Asia Pacific,"35.8820230, 140.7317070",exact,https://www.gem.wiki/JFE_Bars_&_Shapes_Kashima_Works_steel_plant,93.0,unknown,unknown,1933,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","shapes, rebar, bar","automotive, building and infrastructure, tools and machinery, transport",218,yes,unknown,no,EAF,unknown,unknown,,,35.882023,140.731707,JPN,0.024405961941079576,179870,6568510645.102576,35.875,140.70833333,392,1
P100000120646,JFE Bars & Shapes Mizushima Works steel plant,水島製造所,"Daiwa Electric Steel (formerly), Daiwa Steel Mizushima Works (formerly)",,JFE Bars & Shapes Corp,,E100001010145,4298183819,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"Kawasaki-dori 1-chome, 712-8074",,Kurashiki,Okayama,Japan,Asia Pacific,"34.5038830, 133.7101360",exact,https://www.gem.wiki/JFE_Bars_&_Shapes_Mizushima_Works_steel_plant,59.0,unknown,1961-07-01 00:00:00,1967,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","shapes, rebar, bar",unknown,218,yes,unknown,no,EAF,unknown,unknown,,,34.503883,133.710136,JPN,0.03782664851394538,181012,12824930411.579533,34.54166667,133.70833333,392,1
P100000120647,JFE East Japan Works (Chiba) steel plant,東日本製鉄所 千葉地区,JFE - Kawasaki Steel (formerly),,JFE Steel Corp,ＪＦＥスチール株式会社,E100000003335,4295877328,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"1 Kawasaki-cho, Chuo-ku, Chiba-shi, Chiba Pref. 260-0835 Japan",,Chuo,Chiba,Japan,Asia Pacific,"35.5809170, 140.1041960",exact,https://www.gem.wiki/JFE_East_Japan_Works_(Chiba)_steel_plant,75.0,unknown,unknown,1951,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","pipe, sheet, plate","automotive, building and infrastructure, steel packaging, tools and machinery",5730,yes,unknown,no,BF; BOF; EAF,453 MW on-site thermal power generator,unknown,unknown,,35.580917,140.104196,JPN,0.04442290874210006,180120,38317470933.99429,35.54166667,140.125,392,1
P100000120650,JFE East Japan Works (Keihin) steel plant,,JFE - NKK Ohgishima,,JFE Steel Corp,ＪＦＥスチール株式会社,E100000003335,4295877328,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"1-1 Ohgishima, Kawasaki-ku, Kawasaki-shi, Kanagawa Pref. 210-0868 Japan",,Kawasaki,Kantō,Japan,Asia Pacific,"35.4806900, 139.7296840",exact,https://www.gem.wiki/JFE_East_Japan_Works_(Keihin)_steel_plant,65.66,unknown,unknown,1958,2022-11-09 00:00:00,unknown,2023-09-01 00:00:00,,,,,"semi-finished, finished rolled","pipe, sheet, plate",unknown,5730,yes,unknown,no,BF; BOF; EAF,430 MW on-site thermal power generator,unknown,unknown,,35.48069,139.729684,JPN,0.0646065429638313,180118,317087547227.782,35.54166667,139.70833333,392,1
P100000120651,JFE Sendai Works steel plant,仙台製造所,,,JFE Steel Corp,ＪＦＥスチール株式会社,E100000003335,4295877328,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"1-6-1 Minato, Miyagino-Ku, Sendai, Miyagi Prefecture 983-0001, Japan",,Sendai,Miyagi,Japan,Asia Pacific,"38.2657060, 141.0129630",exact,https://www.gem.wiki/JFE_Sendai_Works_steel_plant,51.81,unknown,1973-05-01 00:00:00,1974-05-01 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, coil, bar",unknown,5730,yes,unknown,no,EAF,unknown,unknown,,,38.265706,141.012963,JPN,0.03870215831601047,178730,15696371264.712454,38.29166667,141.04166667,392,1
P100000120649,JFE West Japan Works (Fukuyama) steel plant,西日本製鉄所 福山地区,JFE - NKK Fukuyama,,JFE Steel Corp,ＪＦＥスチール株式会社,E100000003335,4295877328,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"1 Kokan-cho, Fukuyama-shi, Hiroshima Pref. 721-8510 Japan",,Fukuyama,Hiroshima,Japan,Asia Pacific,"34.4652220, 133.4312050",exact,https://www.gem.wiki/JFE_West_Japan_Works_(Fukuyama)_steel_plant,61.0,unknown,unknown,1965,unknown,unknown,unknown,,,720.0,,"semi-finished, finished rolled","wire rod, rail, sheet, plate, coated, bar, pipe, piling, profile","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",5730,yes,unknown,no,BF; BOF; DRI,unknown,"Australia, Brazil and India",unknown,720.0,34.465222,133.431205,JPN,0.056625575488196696,181054,8873478299.720446,34.45833333,133.375,392,1
P100000120648,JFE West Japan Works (Kurashiki) steel plant,西日本製鉄所 倉敷地区,"JFE - Kawasaki Steel, Kawasaki Mizushima works (formerly)",,JFE Steel Corp,ＪＦＥスチール株式会社,E100000003335,4295877328,,JFE Holdings Inc [100.0%],E100000000643 [100.0%],4295880726 [100.0%],"1 Mizushima Kawasaki-dori, Kurashiki-shi, Okayama Pref. 712-8511 Japan",,Kurashiki,Okayama,Japan,Asia Pacific,"34.5011980, 133.7221230",exact,https://www.gem.wiki/JFE_West_Japan_Works_(Kurashiki)_steel_plant,59.0,unknown,1961,1967,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","wire rod, rail, sheet, plate, coated, bar, pipe, piling, profile","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",5730,yes,unknown,no,BF; BOF; EAF,unknown,"Australia, Brazil and India",unknown,,34.501198,133.722123,JPN,0.04275357587708977,181012,12824930411.579533,34.54166667,133.70833333,392,1
P100000121199,Kishiwada Steel Osaka steel plant,,,,Kishiwada Steel Co Ltd,岸和田製鋼株式会社,E100001012303,4295963393,,Kishiwada Steel Co Ltd [100.0%],E100001012303 [100.0%],4295963393 [100.0%],"20, Rinkaicho, Kishiwada-shi, Osaka, Japan",,Kishiwada,Osaka,Japan,Asia Pacific,"34.4774790, 135.3539180",exact,https://www.gem.wiki/Kishiwada_Steel_Osaka_steel_plant,69.22,unknown,unknown,1956-12-01 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, bar",building and infrastructure,250,2025-08-01 00:00:00,unknown,no,EAF,unknown,unknown,,,34.477479,135.353918,JPN,0.028478191721898444,181057,38442254742.5372,34.45833333,135.375,392,1
P100000120655,Kobe Kakogawa Works steel plant,,Kabushiki Gaisha Kobe Seikosho Kakogawa Works,,Kobe Steel Ltd,株式会社神戸製鋼所,E100000000647,4295877348,,Kobe Steel Ltd [100.0%],E100000000647 [100.0%],4295877348 [100.0%],"1, Kanazawacho, 675-0137, Japan",,Kakogawa,Hyogo,Japan,Asia Pacific,"34.7202680, 134.8262750",exact,https://www.gem.wiki/Kobe_Kakogawa_Works_steel_plant,56.0,unknown,unknown,1970,unknown,unknown,unknown,,6132.0,2500.0,4015.0,"semi-finished, finished rolled","wire rod, sheet, plate, hot rolled, cold rolled, galvanized sheet","automotive, building and infrastructure, tools and machinery, transport",2505,2024-06-01 00:00:00,unknown,no,BF; BOF; DRI; EAF,in house power plant,"Australia, Brazil, India","Australia, Canada, USA",12647.0,34.720268,134.826275,JPN,0.05016534633597026,180903,25378988214.594116,34.70833333,134.875,392,1
P100000120656,Kobe Wire Rod and Bar steel plant,,Kobe Works,,Kobe Steel Ltd,株式会社神戸製鋼所,E100000000647,4295877348,,Kobe Steel Ltd [100.0%],E100000000647 [100.0%],4295877348 [100.0%],"2, Nadahama Higashicho, Nada-ku, Kobe, Hyogo, 657-0863, Japan",,Kobe,Hyogo,Japan,Asia Pacific,"34.7036240, 135.2472070",exact,https://www.gem.wiki/Kobe_Wire_Rod_and_Bar_steel_plant,58.0,unknown,unknown,1959,2013-05-29 00:00:00,2017,2017,,,,,"semi-finished, finished rolled","wire rod, bar",unknown,831,yes,unknown,no,BF; BOF,unknown,unknown,unknown,,34.703624,135.247207,JPN,0.03915788564668706,180907,42784622428.44381,34.70833333,135.20833333,392,1
P100000120680,Kyoei Steel Hirakata Division (Osaka),共栄製鋼枚方事業所,Tsukuda factory (formerly),,Kyoei Steel Ltd,,E100000130707,4295875990,,Kyoei Steel Ltd [100.0%],E100000130707 [100.0%],4295875990 [100.0%],"3-1-1 Nakamiya Oike, Hirakata-city, Osaka 573-0004 Japan",,Hirakata,Osaka,Japan,Asia Pacific,"34.8163210, 135.6774440",exact,https://www.gem.wiki/Kyoei_Steel_Hirakata_Division_(Osaka),64.0,unknown,unknown,1962,unknown,unknown,unknown,,,,,finished rolled,"round bar, bar",building and infrastructure,158,yes,unknown,no,EAF,unknown,unknown,,,34.816321,135.677444,JPN,0.03952197737457906,180844,84281749601.77412,34.79166667,135.70833333,392,1
